-0.0,-0.0,-0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
-0.0,-0.0,-3.354962016e-06,90.0,2.6360415839999995e-06,0.0,0.0,0.0,0.0,1.777331068e-06,90.0,3.9940024e-08,0.0,0.0,0.0,0.0,7.388904439999999e-07,90.0,9.186205519999999e-07,0.0,0.0,0.0,0.0,2.356461416e-06,90.0,1.8272560979999998e-06,0.0,0.0,0.0,0.0,9.4857557e-07,90.0,1.1982007200000002e-07,0.0,0.0,0.0,0.0,9.785305880000002e-07,90.0,3.275081968e-06,0.0,0.0,0.0,0.0,5.89115354e-07,90.0,1.4078858460000002e-06,0.0,0.0,0.0,0.0,6.689954019999999e-07,90.0,2.7758316680000003e-06,0.0,0.0,0.0,0.0,2.965546782e-06,90.0,6.590103959999999e-07,0.0,0.0
-0.0,-0.0,-2.6799424512e-05,90.0,2.1056690687999998e-05,0.0,0.0,0.0,0.0,1.4197314176e-05,90.0,3.19040768e-07,0.0,0.0,0.0,0.0,5.902254207999999e-06,90.0,7.337937663999999e-06,0.0,0.0,0.0,0.0,1.8823405311999996e-05,90.0,1.4596115136e-05,0.0,0.0,0.0,0.0,7.57721824e-06,90.0,9.571223040000001e-07,0.0,0.0,0.0,0.0,7.816498816000001e-06,90.0,2.6161342976e-05,0.0,0.0,0.0,0.0,4.705851327999999e-06,90.0,1.1246187072e-05,0.0,0.0,0.0,0.0,5.3439328639999996e-06,90.0,2.2173333376000002e-05,0.0,0.0,0.0,0.0,2.3688777024e-05,90.0,5.2641726719999995e-06,0.0,0.0
-0.0,-0.0,-9.031224988800002e-05,90.0,7.095962491200003e-05,0.0,0.0,0.0,0.0,4.784398952400002e-05,90.0,1.0751458320000003e-06,0.0,0.0,0.0,0.0,1.9890197892000005e-05,90.0,2.4728354136000006e-05,0.0,0.0,0.0,0.0,6.343360408800001e-05,90.0,4.9187921814000005e-05,0.0,0.0,0.0,0.0,2.5534713510000005e-05,90.0,3.225437496000001e-06,0.0,0.0,0.0,0.0,2.634107288400001e-05,90.0,8.816195822400004e-05,0.0,0.0,0.0,0.0,1.5858401022000004e-05,90.0,3.789889057800001e-05,0.0,0.0,0.0,0.0,1.8008692686000004e-05,90.0,7.472263532400003e-05,0.0,0.0,0.0,0.0,7.982957802600003e-05,90.0,1.7739906228000008e-05,0.0,0.0
-0.0,-0.0,-0.000213751824384,90.0,0.00016794786201599997,0.0,0.0,0.0,0.0,0.00011323757363199999,90.0,2.544664576e-06,0.0,0.0,0.0,0.0,4.7076294656e-05,90.0,5.852728524799999e-05,0.0,0.0,0.0,0.0,0.000150135209984,90.0,0.00011641840435199999,0.0,0.0,0.0,0.0,6.0435783680000003e-05,90.0,7.633993728000001e-06,0.0,0.0,0.0,0.0,6.2344282112e-05,90.0,0.000208662495232,0.0,0.0,0.0,0.0,3.7533802496e-05,90.0,8.9699426304e-05,0.0,0.0,0.0,0.0,4.2623131648e-05,90.0,0.000176854188032,0.0,0.0,0.0,0.0,0.000188941344768,90.0,4.198696550399999e-05,0.0,0.0
-0.0,-0.0,-0.0004168562999999999,90.0,0.00032752994999999996,0.0,0.0,0.0,0.0,0.00022083458749999995,90.0,4.962574999999999e-06,0.0,0.0,0.0,0.0,9.180763749999997e-05,90.0,0.00011413922499999997,0.0,0.0,0.0,0.0,0.00029279192499999997,90.0,0.00022703780624999995,0.0,0.0,0.0,0.0,0.00011786115624999997,90.0,1.4887725e-05,0.0,0.0,0.0,0.0,0.0001215830875,90.0,0.0004069311499999999,0.0,0.0,0.0,0.0,7.319798124999999e-05,90.0,0.00017493076874999997,0.0,0.0,0.0,0.0,8.312313124999997e-05,90.0,0.0003448989624999999,0.0,0.0,0.0,0.0,0.0003684711937499999,90.0,8.188248749999999e-05,0.0,0.0
-0.0,-0.0,-0.0007192438364160002,90.0,0.0005651201571840001,0.0,0.0,0.0,0.0,0.00038102798476800015,90.0,8.562426624000001e-06,0.0,0.0,0.0,0.0,0.00015840489254400004,90.0,0.00019693581235200006,0.0,0.0,0.0,0.0,0.0005051831708160001,90.0,0.0003917310180480001,0.0,0.0,0.0,0.0,0.00020335763232000006,90.0,2.5687279872000012e-05,0.0,0.0,0.0,0.0,0.0002097794522880001,90.0,0.0007021189831680002,0.0,0.0,0.0,0.0,0.00012629579270400003,90.0,0.0003018255384960001,0.0,0.0,0.0,0.0,0.00014342064595200004,90.0,0.0005950886503680003,0.0,0.0,0.0,0.0,0.0006357601768320002,90.0,0.00014128003929600002,0.0,0.0
-0.0,-0.0,-0.0011404128429120001,90.0,0.0008960386622880001,0.0,0.0,0.0,0.0,0.0006041472798760001,90.0,1.3576343368000003e-05,0.0,0.0,0.0,0.0,0.000251162352308,90.0,0.000312255897464,0.0,0.0,0.0,0.0,0.0008010042587120001,90.0,0.0006211177090860001,0.0,0.0,0.0,0.0,0.00032243815499000003,90.0,4.072903010400001e-05,0.0,0.0,0.0,0.0,0.00033262041251600003,90.0,0.0011132601561760001,0.0,0.0,0.0,0.0,0.00020025106467800002,90.0,0.00047856610372200005,0.0,0.0,0.0,0.0,0.00022740375141400002,90.0,0.0009435558640760001,0.0,0.0,0.0,0.0,0.0010080434950740002,90.0,0.00022400966557200002,0.0,0.0
-0.0,-0.0,-0.001699742220288,90.0,0.001335511744512,0.0,0.0,0.0,0.0,0.0009004586762239999,90.0,2.0235026432e-05,0.0,0.0,0.0,0.0,0.0003743479889919999,90.0,0.00046540560793599994,0.0,0.0,0.0,0.0,0.001193866559488,90.0,0.0009257524592639999,0.0,0.0,0.0,0.0,0.00048058187776,90.0,6.0705079296000005e-05,0.0,0.0,0.0,0.0,0.000495758147584,90.0,0.0016592721674239998,0.0,0.0,0.0,0.0,0.000298466639872,90.0,0.000713284681728,0.0,0.0,0.0,0.0,0.000338936692736,90.0,0.001406334337024,0.0,0.0,0.0,0.0,0.001502450712576,90.0,0.000333877936128,0.0,0.0
-0.0,-0.0,-0.002416491602784,90.0,0.0018986719736159997,0.0,0.0,0.0,0.0,0.0012801651943319997,90.0,2.8767757175999994e-05,0.0,0.0,0.0,0.0,0.0005322035077559998,90.0,0.0006616584150479997,0.0,0.0,0.0,0.0,0.0016972976733839998,90.0,0.0013161248908019998,0.0,0.0,0.0,0.0,0.0006832342329299998,90.0,8.6303271528e-05,0.0,0.0,0.0,0.0,0.000704810050812,90.0,0.0023589560884319997,0.0,0.0,0.0,0.0,0.00042432441834599994,90.0,0.0010140634404539998,0.0,0.0,0.0,0.0,0.0004818599326979999,90.0,0.001999359123732,0.0,0.0,0.0,0.0,0.0021360059703180003,90.0,0.0004746679934039999,0.0,0.0
