,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.021316851528221e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.021316851528221e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.021316851528221e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.021316851528221e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.021316851528221e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.021316851528221e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.021316851528221e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.021316851528221e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.021316851528221e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.021316851528221e-05,0.0,0.0,0.0,0.0,0.0,0.0
2,8.1429441159608e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.1429441159608e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.1429441159608e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.1429441159608e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.1429441159608e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.1429441159608e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.1429441159608e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.1429441159608e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.1429441159608e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.1429441159608e-05,0.0,0.0,0.0,0.0,0.0,0.0
3,0.00027389485837672214,0.0,0.0,0.0,0.0,0.0,0.0,0.00027389485837672214,0.0,0.0,0.0,0.0,0.0,0.0,0.00027389485837672214,0.0,0.0,0.0,0.0,0.0,0.0,0.00027389485837672214,0.0,0.0,0.0,0.0,0.0,0.0,0.00027389485837672214,0.0,0.0,0.0,0.0,0.0,0.0,0.00027389485837672214,0.0,0.0,0.0,0.0,0.0,0.0,0.00027389485837672214,0.0,0.0,0.0,0.0,0.0,0.0,0.00027389485837672214,0.0,0.0,0.0,0.0,0.0,0.0,0.00027389485837672214,0.0,0.0,0.0,0.0,0.0,0.0,0.00027389485837672214,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0006470329678263818,0.0,0.0,0.0,0.0,0.0,0.0,0.0006470329678263818,0.0,0.0,0.0,0.0,0.0,0.0,0.0006470329678263818,0.0,0.0,0.0,0.0,0.0,0.0,0.0006470329678263818,0.0,0.0,0.0,0.0,0.0,0.0,0.0006470329678263818,0.0,0.0,0.0,0.0,0.0,0.0,0.0006470329678263818,0.0,0.0,0.0,0.0,0.0,0.0,0.0006470329678263818,0.0,0.0,0.0,0.0,0.0,0.0,0.0006470329678263818,0.0,0.0,0.0,0.0,0.0,0.0,0.0006470329678263818,0.0,0.0,0.0,0.0,0.0,0.0,0.0006470329678263818,0.0,0.0,0.0,0.0,0.0,0.0
5,0.00125944855874433,0.0,0.0,0.0,0.0,0.0,0.0,0.00125944855874433,0.0,0.0,0.0,0.0,0.0,0.0,0.00125944855874433,0.0,0.0,0.0,0.0,0.0,0.0,0.00125944855874433,0.0,0.0,0.0,0.0,0.0,0.0,0.00125944855874433,0.0,0.0,0.0,0.0,0.0,0.0,0.00125944855874433,0.0,0.0,0.0,0.0,0.0,0.0,0.00125944855874433,0.0,0.0,0.0,0.0,0.0,0.0,0.00125944855874433,0.0,0.0,0.0,0.0,0.0,0.0,0.00125944855874433,0.0,0.0,0.0,0.0,0.0,0.0,0.00125944855874433,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0021689313963022686,0.0,0.0,0.0,0.0,0.0,0.0,0.0021689313963022686,0.0,0.0,0.0,0.0,0.0,0.0,0.0021689313963022686,0.0,0.0,0.0,0.0,0.0,0.0,0.0021689313963022686,0.0,0.0,0.0,0.0,0.0,0.0,0.0021689313963022686,0.0,0.0,0.0,0.0,0.0,0.0,0.0021689313963022686,0.0,0.0,0.0,0.0,0.0,0.0,0.0021689313963022686,0.0,0.0,0.0,0.0,0.0,0.0,0.0021689313963022686,0.0,0.0,0.0,0.0,0.0,0.0,0.0021689313963022686,0.0,0.0,0.0,0.0,0.0,0.0,0.0021689313963022686,0.0,0.0,0.0,0.0,0.0,0.0
7,0.003432459955967828,0.0,0.0,0.0,0.0,0.0,0.0,0.003432459955967828,0.0,0.0,0.0,0.0,0.0,0.0,0.003432459955967828,0.0,0.0,0.0,0.0,0.0,0.0,0.003432459955967828,0.0,0.0,0.0,0.0,0.0,0.0,0.003432459955967828,0.0,0.0,0.0,0.0,0.0,0.0,0.003432459955967828,0.0,0.0,0.0,0.0,0.0,0.0,0.003432459955967828,0.0,0.0,0.0,0.0,0.0,0.0,0.003432459955967828,0.0,0.0,0.0,0.0,0.0,0.0,0.003432459955967828,0.0,0.0,0.0,0.0,0.0,0.0,0.003432459955967828,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0051062051578645426,0.0,0.0,0.0,0.0,0.0,0.0,0.0051062051578645426,0.0,0.0,0.0,0.0,0.0,0.0,0.0051062051578645426,0.0,0.0,0.0,0.0,0.0,0.0,0.0051062051578645426,0.0,0.0,0.0,0.0,0.0,0.0,0.0051062051578645426,0.0,0.0,0.0,0.0,0.0,0.0,0.0051062051578645426,0.0,0.0,0.0,0.0,0.0,0.0,0.0051062051578645426,0.0,0.0,0.0,0.0,0.0,0.0,0.0051062051578645426,0.0,0.0,0.0,0.0,0.0,0.0,0.0051062051578645426,0.0,0.0,0.0,0.0,0.0,0.0,0.0051062051578645426,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0072455341011318265,0.0,0.0,0.0,0.0,0.0,0.0,0.0072455341011318265,0.0,0.0,0.0,0.0,0.0,0.0,0.0072455341011318265,0.0,0.0,0.0,0.0,0.0,0.0,0.0072455341011318265,0.0,0.0,0.0,0.0,0.0,0.0,0.0072455341011318265,0.0,0.0,0.0,0.0,0.0,0.0,0.0072455341011318265,0.0,0.0,0.0,0.0,0.0,0.0,0.0072455341011318265,0.0,0.0,0.0,0.0,0.0,0.0,0.0072455341011318265,0.0,0.0,0.0,0.0,0.0,0.0,0.0072455341011318265,0.0,0.0,0.0,0.0,0.0,0.0,0.0072455341011318265,0.0,0.0,0.0,0.0,0.0,0.0
10,0.00990501379828494,0.0,0.0,0.0,0.0,0.0,0.0,0.00990501379828494,0.0,0.0,0.0,0.0,0.0,0.0,0.00990501379828494,0.0,0.0,0.0,0.0,0.0,0.0,0.00990501379828494,0.0,0.0,0.0,0.0,0.0,0.0,0.00990501379828494,0.0,0.0,0.0,0.0,0.0,0.0,0.00990501379828494,0.0,0.0,0.0,0.0,0.0,0.0,0.00990501379828494,0.0,0.0,0.0,0.0,0.0,0.0,0.00990501379828494,0.0,0.0,0.0,0.0,0.0,0.0,0.00990501379828494,0.0,0.0,0.0,0.0,0.0,0.0,0.00990501379828494,0.0,0.0,0.0,0.0,0.0,0.0
11,0.013138414909574967,0.0,0.0,0.0,0.0,0.0,0.0,0.013138414909574967,0.0,0.0,0.0,0.0,0.0,0.0,0.013138414909574967,0.0,0.0,0.0,0.0,0.0,0.0,0.013138414909574967,0.0,0.0,0.0,0.0,0.0,0.0,0.013138414909574967,0.0,0.0,0.0,0.0,0.0,0.0,0.013138414909574967,0.0,0.0,0.0,0.0,0.0,0.0,0.013138414909574967,0.0,0.0,0.0,0.0,0.0,0.0,0.013138414909574967,0.0,0.0,0.0,0.0,0.0,0.0,0.013138414909574967,0.0,0.0,0.0,0.0,0.0,0.0,0.013138414909574967,0.0,0.0,0.0,0.0,0.0,0.0
12,0.016998715477348783,0.0,0.0,0.0,0.0,0.0,0.0,0.016998715477348783,0.0,0.0,0.0,0.0,0.0,0.0,0.016998715477348783,0.0,0.0,0.0,0.0,0.0,0.0,0.016998715477348783,0.0,0.0,0.0,0.0,0.0,0.0,0.016998715477348783,0.0,0.0,0.0,0.0,0.0,0.0,0.016998715477348783,0.0,0.0,0.0,0.0,0.0,0.0,0.016998715477348783,0.0,0.0,0.0,0.0,0.0,0.0,0.016998715477348783,0.0,0.0,0.0,0.0,0.0,0.0,0.016998715477348783,0.0,0.0,0.0,0.0,0.0,0.0,0.016998715477348783,0.0,0.0,0.0,0.0,0.0,0.0
13,0.02153810466040902,0.0,0.0,0.0,0.0,0.0,0.0,0.02153810466040902,0.0,0.0,0.0,0.0,0.0,0.0,0.02153810466040902,0.0,0.0,0.0,0.0,0.0,0.0,0.02153810466040902,0.0,0.0,0.0,0.0,0.0,0.0,0.02153810466040902,0.0,0.0,0.0,0.0,0.0,0.0,0.02153810466040902,0.0,0.0,0.0,0.0,0.0,0.0,0.02153810466040902,0.0,0.0,0.0,0.0,0.0,0.0,0.02153810466040902,0.0,0.0,0.0,0.0,0.0,0.0,0.02153810466040902,0.0,0.0,0.0,0.0,0.0,0.0,0.02153810466040902,0.0,0.0,0.0,0.0,0.0,0.0
14,0.026807986468374085,0.0,0.0,0.0,0.0,0.0,0.0,0.026807986468374085,0.0,0.0,0.0,0.0,0.0,0.0,0.026807986468374085,0.0,0.0,0.0,0.0,0.0,0.0,0.026807986468374085,0.0,0.0,0.0,0.0,0.0,0.0,0.026807986468374085,0.0,0.0,0.0,0.0,0.0,0.0,0.026807986468374085,0.0,0.0,0.0,0.0,0.0,0.0,0.026807986468374085,0.0,0.0,0.0,0.0,0.0,0.0,0.026807986468374085,0.0,0.0,0.0,0.0,0.0,0.0,0.026807986468374085,0.0,0.0,0.0,0.0,0.0,0.0,0.026807986468374085,0.0,0.0,0.0,0.0,0.0,0.0
15,0.032858983496038045,0.0,0.0,0.0,0.0,0.0,0.0,0.032858983496038045,0.0,0.0,0.0,0.0,0.0,0.0,0.032858983496038045,0.0,0.0,0.0,0.0,0.0,0.0,0.032858983496038045,0.0,0.0,0.0,0.0,0.0,0.0,0.032858983496038045,0.0,0.0,0.0,0.0,0.0,0.0,0.032858983496038045,0.0,0.0,0.0,0.0,0.0,0.0,0.032858983496038045,0.0,0.0,0.0,0.0,0.0,0.0,0.032858983496038045,0.0,0.0,0.0,0.0,0.0,0.0,0.032858983496038045,0.0,0.0,0.0,0.0,0.0,0.0,0.032858983496038045,0.0,0.0,0.0,0.0,0.0,0.0
